mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,emotion
0.00030753833937064356,0.09077969812046265,-0.03645220766900235,-0.17478482683180702,-0.05033409753263614,-0.16951831677710058,0.10798053505811334,0.4419469766141936,-0.0029031767902366334,-0.022494193306826088,0.2667010020150624,0.24414274440554612,0.19095033542820591,-0.059411930420163434,0.17337713130625806,0.36082904715165487,-0.14395001449499603,0.08155419014839901,-0.2767639101306002,-0.12254663531193011,-0.26059595981361916,0.13976899205094048,-0.12090348995247224,0.25991971203169983,0.22619102019313925,0.1339573507645879,-0.4559848469482405,0.02992354921707216,0.14279575601526293,0.1725677359695898,-0.24990940972818929,0.0007101338391131834,-0.13773660428859963,-0.10926467544764608,0.3436179778185347,-0.13855007007267955,0.03973270662113147,0.2531797230173456,-0.12980679444248028,-0.027925487396039884,neutral
0.027616035812370147,0.032038757307110664,-0.2741817004328713,0.06689819045176357,0.4030394541956789,-0.30839284756010554,0.3077903064141533,0.1367316716497055,-0.040219145679209575,0.6327286682337647,0.33480541748994086,-0.1449012331607749,0.18322583037159715,0.31737747667443406,0.1334945555843891,0.35773081533588447,0.17547429228892056,0.36277002061703556,0.5581724227336488,0.030922236882900717,0.2506224522317162,0.08271488068500701,0.22777523321491128,-0.1046950096362605,0.04217784941141467,0.13164109372095234,0.3978960487819897,0.4509022750422643,-0.17596095575553283,-0.05442010202799946,0.2943503872915145,-0.37795649319602775,-0.008899301012531488,0.06862290299123149,0.39264706629372,0.23568457390298347,-0.03394022219803784,-0.060061717353437676,-0.04645553638613602,0.38088235011404004,neutral
-0.1070062356432168,-0.05982678334783717,0.12022952299286838,0.01767052158589777,0.014012541768863858,-0.20012346381574905,0.09006426739911666,-0.004002140518044595,0.41168039689515146,0.29589665732344994,0.13820458621627982,0.32201624818236685,0.07962938525044393,0.43623667036362446,0.1793401967541698,0.3328488370821864,-0.13061968900459733,0.282628142628061,-0.2235092545220246,-0.30899443660066916,0.12371858020645464,-0.02644012708003801,0.2369713293365092,0.7532927789477868,-0.020927546815937448,0.02470419031110002,0.2245560672730625,0.2878500960318204,0.11081947588909137,0.09275790690545879,0.30824027042829516,0.25012536210607045,-0.15152579279286194,0.07314930475479328,0.08721503413738357,-0.200287556751983,0.11282290802610245,-0.18240686312258386,0.2591099907226059,0.04818647815126813,neutral
0.02232662144226257,-0.1316637744707233,0.002429800202128539,-0.4515734403692522,-0.21951826887047016,0.1691032717692036,-0.43919712604678246,0.31854529559585104,-0.3163756659958814,0.3218091573142259,-0.06713376875106813,0.3496687634511462,0.19733457507493124,-0.21100365431598445,0.49297727431169014,0.5474300374177359,0.1756523958262227,0.12747906236537349,0.15857503332695172,-0.04395028106037263,0.4744844895735434,0.0628187918870641,0.18316052723553441,-0.006220478474486424,0.030484973607033672,-0.13874120099071613,0.48747240918548596,0.126074879877228,0.39640139704773314,0.14757163869707784,-0.04097635027756444,0.0384771378470328,-0.03316459740016464,0.09493440920498215,-0.01542338794722388,-0.011646830225155003,-0.29678053817646677,-0.16962922573372802,0.42960770094345274,-0.1678083040629293,neutral
-0.2635234469058732,0.10042489688710289,0.38390030606068504,-0.3156429427627905,0.011203136697476836,-0.07961981651171193,-0.347310234173097,0.2906248425401581,0.1142874732088846,0.15048499272131036,-0.0438373786426344,0.26861703311476004,0.029772435806901032,0.13747927863269754,-0.09637511112330183,-0.11702244151496588,0.5259865861512801,0.06918195427383475,0.2714618639085613,0.19139019094247084,0.0895514989437679,0.07155153223530591,0.3534787782698501,0.11663672119279703,0.14914233649425995,0.18624547622069637,0.46733216081988815,0.3347245168370159,0.2505710592975291,0.0033476411304524945,-0.21286764835345726,0.35753093578142137,0.3485049487807793,0.057767534627918664,0.21386428237289454,0.2586943622316458,0.25565924602375706,0.26242812448316977,-0.09781109892193797,0.3787432456661794,neutral
-0.3116482645714271,0.23152408299175742,0.15556527592924166,0.26626791123863713,0.5330856755344788,0.4495046903166773,-0.19334959238857752,-0.31527472984140403,0.3243707176110449,-0.12112857232082175,0.14113914230688457,0.3648528616168294,-0.24635256461766525,-0.35429003282048194,0.24551484200638318,0.1980997209404072,0.13065285448079383,0.2055918213510081,-0.01658712702220913,-0.1785358021837128,0.1581740869142335,-0.04438539794273713,-0.21491220019432317,0.31852389017459365,0.17165359143153902,0.28232222108027993,-0.07411865459959646,8.207521956685171e-05,-0.09483976443951048,-0.07741997729574912,0.18147651108550963,-0.07559520123614061,0.1959097374306289,0.1778836157633078,0.5846835686920406,-0.2848636627064078,0.269838727316273,0.009710265699447527,0.012585881210595982,-0.3624659554766528,neutral
-0.11504845318116358,0.20189262960433368,0.011462663167225752,0.06812672546032796,-0.009345571389840837,0.36703575871858674,0.08757649264788,-0.4432107528949553,-0.05286968477102687,-0.3595746201219017,-0.6686191144053717,0.02239215492245289,0.4979867357044122,0.18498505728953596,-0.11244633992916842,-0.04817171851352264,0.4747569298887766,0.23536478625806975,0.21054158521012503,0.18647235242479962,0.20943786502315057,0.3998931865555604,0.33409995474747245,0.24602979733239813,-0.07371384086041968,0.30846727814950825,0.002143311258764241,0.438058192153851,-0.16284171306550094,0.10983524539986578,0.13078496007534135,-0.2110129348134383,0.53738607618968,0.4580463262236418,-0.03750261843025575,0.25626389015142537,0.14253215027506458,-0.6213076096647624,0.07869281781274284,-0.0153360199583121,neutral
0.020804338368632592,-0.2531254162134494,-0.03525450538354918,0.0032984420119372693,0.3603571530633742,0.1620000870697686,0.09155587685808776,0.4891356647032952,-0.018663529593316033,0.03526695542931284,-0.30994826336600206,0.5471974539364339,0.4056798652273384,0.40241709188481467,0.3479146985338108,0.21454039545299594,0.24597585712185668,0.1329564828416266,0.14764166838887424,0.21341370256273748,0.5777951775252582,0.33746375027163045,0.18134309896873818,0.047255609715425445,0.028253626684168087,0.5813663397151989,0.29987690681366375,0.18148441275639499,0.06837553182735023,-0.13302286345636902,0.11590914228068509,0.3385629614651461,0.008758853516187742,0.03613398865861371,0.023134734112270447,0.09073219075983675,-0.35038958682889065,-0.02676733181972065,-0.19750556579517264,0.22114625814065136,neutral
-0.19264966914121495,0.16035500056851903,0.41319161935324206,-0.03053593246289482,-0.08706046427057203,0.1262513867535382,0.09243737750649655,-0.14151092160936762,0.23537830677594065,0.636503545017011,0.07971249065233182,0.10420194334936511,-0.09663623271354016,0.2529771936785246,-0.1310539692548306,-0.08972950755078796,0.5120204402872218,-0.030405134440207482,0.4688811671524453,0.5809273005800157,0.26466941400349964,0.3368896255323167,0.6840208663301481,0.14292152180984533,0.038751799301679074,-0.15761767927365894,0.18363185084347436,0.534382825908308,0.39481983771574725,-0.09128232088572644,-0.08121931430998991,-0.005894354487645054,0.17996018584939566,0.041616777632832794,0.13200680833278536,0.1375184432716564,-0.026830263812100255,0.022038770770816167,0.06774140804735376,-0.02099242588329398,neutral
0.1258802162485127,0.48381225707534636,0.18007532736425969,0.06181576945964951,-0.3581960570801842,0.17538259347581545,-0.3937249685330481,-0.24536535631347028,0.3338082659647871,0.3091832966823251,0.10675573988154169,-0.272581784172523,0.07175964395601872,0.0035205012028817206,0.339900273454629,0.7514358816439658,0.24633624431493842,0.0011303484004243358,-0.09409610775619423,0.18581422944224577,0.155639501255917,-0.08933801506225711,0.2250469393314996,-0.09562475800144093,0.46503006646940814,0.4463527383691153,0.44439289708099294,0.046084155526599266,0.2835511331950531,0.1112231131639237,0.03542151629753869,0.03536203856207931,-0.2180356530329774,-0.2680212895650266,0.27697201969102647,0.015524747780414565,0.10196934563941741,0.28250985328508205,-0.41718981001067335,-0.19603251845397346,neutral
